-0.0148813	-0.0760153
0.0830501	0.0492142
-0.0800928	0.0594848
0.00564479	0.0895196
0.0216079	-0.058137
0.0959129	0.0936767
-0.0863532	0.0808058
0.0678056	-0.0389566
0.0342998	0.0573376
0.00732159	0.0371912
-0.0472074	-0.0605044
-0.000606601	0.0172032
-0.0163623	0.0905248
0.0104421	-0.0969108
-0.0933359	-0.0449679
-0.00602502	0.0937755
0.0955113	-0.0198432
0.015335	-0.0448967
-0.0823348	0.0115768
-0.0254912	-0.0786822
0.0834071	-0.0208293
-0.00992039	-0.0801121
0.0682453	0.0716935
-0.0617393	0.0390789
0.00615065	0.0506662
-0.0556017	-0.0710185
0.0492145	-0.0470628
0.0114581	-0.0833543
-0.0752377	0.0792607
-0.0716492	0.00866132
0.0782642	0.0423176
0.0167194	-0.0691603
0.0529299	0.019435
0.0886965	0.0784043
0.0778642	-0.0661355
0.0913978	-0.00465667
0.0958126	-0.0905606
0.0551751	0.0652372
0.0892736	-0.0786641
-0.0147767	0.0917218
-0.0507163	-0.00976548
0.0939854	0.0824419
0.0352524	0.032624
0.0460075	0.041215
0.0595463	0.0993547
0.041121	0.0200241
-0.00231034	0.0173491
-0.00857462	-0.0307681
0.0988614	-0.0479104
0.0245979	0.0854264
-0.0366553	-0.0284918
-0.0234015	-0.0681205
-0.0719769	-0.0522405
-0.0490722	0.0516989
-0.0879287	0.0225492
0.0575829	0.0524798
0.060111	0.0440135
-0.080104	0.0669527
0.0654609	0.0362217
-0.00630877	-0.0169622
-0.0253848	0.032295
-0.0090054	0.0866582
0.0136787	-0.0703275
-0.0631406	0.0894487
0.0676868	0.0823803
0.0899789	-0.0704986
0.0930602	-0.0240012
0.0927041	0.0814251
-0.0258667	0.044494
0.0685096	-0.0702282
-0.0613471	-0.0196674
0.0598064	-0.00866089
-0.080399	0.0832066
0.0476783	-0.0319085
-0.0939307	0.0851274
0.0127006	-0.0879449
0.08821	-0.00175836
-0.0327732	-0.0353427
0.0469507	-0.0366042
0.0779148	0.000447051
0.071297	-0.0313726
-0.00850292	-0.0945378
0.00184422	0.0934376
0.0808718	0.00684349
-0.093595	0.00892545
-0.0307787	0.0837608
0.0708245	0.0960956
-0.0665371	-0.0790326
-0.095071	-0.070339
-0.0914061	-0.0739887
-0.00758322	0.0294571
-0.0723328	0.0865298
-0.051854	-0.0779669
-0.0935191	-0.0387362
-0.0352015	0.0510902
-0.0946095	-0.0561811
0.0287192	-0.0704601
0.079435	0.00318808
0.00588855	0.0136122
0.0914554	0.0435159
0.0192632	-0.0506593
-0.0382067	0.0807994
0.0330333	0.0193028
0.0767723	0.00967361
-0.0720621	0.0880637
-0.0458799	-0.0300973
0.062879	-0.0115484
-0.0264694	-0.0959987
0.0811832	0.029948
-0.0750012	0.0804063
0.00824727	0.0324301
-0.0917563	0.0743143
-0.0232792	-0.0443944
0.0645345	0.0664656
0.0627829	0.0975282
0.0585016	0.0600004
0.0213943	0.0889925
-0.0787547	-0.0198255
-0.0207739	0.0333394
-0.0351382	0.0555265
0.0345532	-0.0395634
0.0551706	-0.0848194
-0.0660391	-0.0195284
-0.0157143	0.0399179
-0.0463108	0.0541405
0.075614	-0.0351737
-0.085159	0.056571
-0.040054	-0.0442935
-0.0299831	-0.0200695
-0.0449163	-0.0777101
-0.0498604	0.0211238
-0.0785758	0.0227884
0.081245	0.0786474
-0.0851787	-0.0583689
-0.0777949	-0.0733186
0.0313215	0.0353087
0.0793036	-0.0143934
0.0185253	-0.0102559
0.0873562	-0.073058
0.0999338	0.0302942
-0.0263018	-0.0358733
0.0750785	0.0992349
-0.0184256	0.0541761
-0.0450321	0.00353952
-0.0867346	-0.0551663
-0.0370462	0.00680027
-0.00181641	-0.0653698
0.00473818	0.0736427
0.0915798	0.0717362
-0.00165556	-0.0537705
-0.00978907	-0.0528478
0.0846101	-0.0306206
0.0698576	-0.00792896
0.0208636	0.0585466
-0.0852737	-0.0370388
0.0941479	-0.00699395
-0.0373416	0.0472687
-0.0803643	0.0715706
0.0988025	-0.0906767
0.0349873	0.0198078
0.072991	0.0208334
0.0745921	-0.0383712
0.0582018	0.0318723
-0.0703514	0.0241817
-0.0767154	-0.0747995
0.0452489	0.0486498
0.057102	0.0498366
0.0771818	0.00615547
0.0217217	-0.0863171
-0.0897153	-0.0902456
0.0201421	0.0123003
0.030695	0.0673546
-0.0528651	-0.0370174
-0.0426769	0.0755724
0.0524014	-0.00338597
0.0182265	0.062258
-0.0258072	0.0361038
-0.0680847	-0.0779747
-0.0855961	-0.0442069
0.0558165	-0.0699274
-0.00127596	-0.0218729
-0.0364648	-0.037994
0.00773101	-0.0465721
-0.0696694	-0.024803
-0.0550834	-0.0531289
0.0650643	0.0919795
0.0967979	0.0185492
0.0977864	0.0552914
0.095008	-0.0246829
0.0386938	-0.00324878
0.0543684	0.0380661
0.054007	0.0437013
-0.0160709	0.0804531
-0.0555429	0.071797
-0.0477323	0.0618084
0.0978262	-0.0123711
0.051589	-0.000312511
-0.0192044	0.0475192
0.0921442	-0.0755669
-0.0914941	0.0305929
-0.0923778	-0.0440426
-0.0158177	-0.00963195
-0.0963185	0.0519463
0.0968299	0.028937
-0.00940746	-0.040809
0.0992386	-0.0496407
0.0585299	0.0809741
-0.0364816	-0.0999196
