11.1	11.1
11.2	11.2
11.3	11.3
11.4	11.4
11.5	11.5
11.6	11.6
11.7	11.7
11.8	11.8
11.9	11.9
-12	-12
-11.9	-11.9
-11.8	-11.8
-11.7	-11.7
-11.6	-11.6
-11.5	-11.5
-11.4	-11.4
-11.3	-11.3
-11.2	-11.2
-11.1	-11.1
-11	-11
-10.9	-10.9
-10.8	-10.8
-10.7	-10.7
-10.6	-10.6
-10.5	-10.5
-10.4	-10.4
-10.3	-10.3
-10.2	-10.2
-10.1	-10.1
-9.99999	-9.99999
-9.89999	-9.89999
-9.79999	-9.79999
-9.69999	-9.69999
-9.59999	-9.59999
-9.49999	-9.49999
-9.39999	-9.39999
-9.29999	-9.29999
-9.19999	-9.19999
-9.09999	-9.09999
-8.99998	-8.99998
-8.89998	-8.89998
-8.79998	-8.79998
-8.69998	-8.69998
-8.59998	-8.59998
-8.49998	-8.49998
-8.39998	-8.39998
-8.29998	-8.29998
-8.19998	-8.19998
-8.09998	-8.09998
-7.99998	-7.99998
-7.89998	-7.89998
-7.79998	-7.79998
-7.69998	-7.69998
-7.59998	-7.59998
-7.49998	-7.49998
-7.39998	-7.39998
-7.29998	-7.29998
-7.19998	-7.19998
-7.09998	-7.09998
-6.99998	-6.99998
-6.89998	-6.89998
-6.79998	-6.79998
-6.69998	-6.69998
-6.59998	-6.59998
-6.49998	-6.49998
-6.39998	-6.39998
-6.29998	-6.29998
-6.19998	-6.19998
-6.09998	-6.09998
-5.99998	-5.99998
-5.89998	-5.89998
-5.79998	-5.79998
-5.69998	-5.69998
-5.59998	-5.59998
-5.49998	-5.49998
-5.39998	-5.39998
-5.29998	-5.29998
-5.19998	-5.19998
-5.09998	-5.09998
-4.99998	-4.99998
-4.89998	-4.89998
-4.79998	-4.79998
-4.69998	-4.69998
-4.59998	-4.59998
-4.49998	-4.49998
-4.39998	-4.39998
-4.29998	-4.29998
-4.19999	-4.19999
-4.09999	-4.09999
-3.99999	-3.99999
-3.89999	-3.89999
-3.79999	-3.79999
-3.69999	-3.69999
-3.59999	-3.59999
-3.49999	-3.49999
-3.39999	-3.39999
-3.29999	-3.29999
-3.19999	-3.19999
-3.09999	-3.09999
-2.99999	-2.99999
